Index,PositionType,PositionStatus,CareerTrack,Nationality,EducationLevel,Branch,PositionLevel,Task1,Task2,Task3,Task4,Task5,Task6,Task7,Task8,Task9,Task10,Task11,Task12,Task13,Task14,Task15,Task16,Task17,Task18,Task19,Task20,Task21,Task22,Task23,Workload1,Workload2,Workload3,Workload4,PerformerCategory
8083,TypeA,StatusA,TrackC,local,LevelB,BranchG,LevelC,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,19,3,20,50,LowPerformer
8087,TypeB,StatusA,TrackA,local,LevelB,BranchH,LevelD,2,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,3,32,6,10,14,LowPerformer
8323,TypeB,StatusA,TrackA,local,LevelA,BranchG,LevelC,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,34,10,9,12,LowPerformer
8367,TypeB,StatusA,TrackA,local,LevelB,BranchI,LevelC,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,30,10,17,12,LowPerformer
8474,TypeA,StatusA,TrackC,local,LevelB,BranchF,LevelC,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,20,56,LowPerformer
8499,TypeB,StatusA,TrackD,local,LevelB,BranchL,LevelD,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,22,15,28,16,LowPerformer
8529,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelD,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,11,12,10,50,LowPerformer
8632,TypeB,StatusA,TrackA,local,LevelB,BranchF,LevelC,2,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,32,5,17,12,LowPerformer
8678,TypeA,StatusA,TrackA,local,LevelA,BranchG,LevelC,3,5,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0,18,5,12,6,LowPerformer
8679,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelC,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,34,0,6,12,LowPerformer
8750,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelC,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,18,5,12,6,LowPerformer
8793,TypeB,StatusA,TrackA,local,LevelB,BranchJ,LevelC,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,9,13,12,LowPerformer
8796,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelC,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,30,1,24,12,LowPerformer
8859,TypeA,StatusA,TrackC,local,LevelB,,LevelD,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,12,0,22,56,LowPerformer
8860,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelC,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,18,7,12,8,LowPerformer
8867,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelC,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,31,10,24,12,LowPerformer
8879,TypeB,StatusA,TrackA,local,LevelB,BranchI,LevelD,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,5,31,LowPerformer
8882,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelC,3,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,26,5,17,12,LowPerformer
8915,TypeA,StatusA,TrackA,local,LevelB,BranchC,LevelC,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,21,4,4,42,LowPerformer
8930,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelC,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,4,14,12,LowPerformer
8950,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelD,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,36,0,12,8,LowPerformer
8993,TypeA,StatusA,TrackA,local,LevelA,BranchL,LevelC,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,1,36,10,10,12,LowPerformer
9061,TypeA,StatusA,TrackC,local,LevelB,BranchG,LevelC,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,16,7,23,48,LowPerformer
9111,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelD,1,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,37,0,16,16,LowPerformer
9245,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,34,4,15,16,LowPerformer
164,TypeB,StatusA,TrackA,local,LevelA,BranchG,LevelC,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,30,2,21,12,LowPerformer
295,TypeB,StatusA,TrackA,local,LevelA,BranchG,LevelC,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,7,18,0,12,6,LowPerformer
490,TypeB,StatusA,TrackA,local,LevelB,,LevelC,0,0,0,0,0,2,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,1,3,27,5,24,12,LowPerformer
492,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,40,2,8,8,LowPerformer
520,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelC,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,30,0,22,12,LowPerformer
589,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelC,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,28,0,17,12,LowPerformer
601,TypeA,StatusA,TrackC,local,LevelA,BranchB,LevelC,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,10,13,32,56,LowPerformer
951,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelC,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,2,30,5,20,14,LowPerformer
1185,TypeA,StatusA,TrackC,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,16,13,30,20,LowPerformer
1207,TypeB,StatusA,TrackC,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,5,18,LowPerformer
1208,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,0,18,LowPerformer
1210,TypeA,StatusA,TrackC,local,LevelB,BranchE,LevelB,0,0,1,0,0,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,12,1,7,54,HighPerformer
1438,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelC,0,0,0,0,0,2,0,0,0,2,1,9,0,0,0,3,0,0,0,0,0,3,0,21,1,24,12,LowPerformer
1530,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,34,4,24,12,HighPerformer
1559,TypeA,StatusA,TrackD,local,LevelB,BranchL,LevelD,0,2,0,0,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,5,13,10,16,46,HighPerformer
1595,TypeB,StatusA,TrackA,local,LevelA,BranchB,LevelC,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,28,9,14,12,LowPerformer
1672,TypeA,StatusA,TrackC,local,LevelB,BranchB,LevelC,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,18,12,32,50,LowPerformer
1741,TypeB,StatusA,TrackA,local,LevelB,BranchI,LevelC,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,24,10,24,12,HighPerformer
1789,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelD,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,9,18,12,30,14,LowPerformer
2089,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,31,4,21,12,LowPerformer
2762,TypeB,StatusA,TrackD,local,LevelB,BranchL,LevelD,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,9,16,29,16,LowPerformer
2783,TypeB,StatusA,TrackA,local,LevelA,BranchG,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,18,5,7,3,LowPerformer
2912,TypeB,StatusA,TrackD,local,LevelB,BranchL,LevelD,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,13,12,23,16,LowPerformer
2983,TypeB,StatusA,TrackA,local,LevelB,BranchI,LevelC,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,21,10,20,12,HighPerformer
3066,TypeB,StatusA,TrackA,local,LevelA,BranchC,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,34,4,4,12,LowPerformer
3075,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelC,0,1,0,0,0,3,0,0,0,4,2,4,0,0,0,1,0,0,0,0,0,7,3,33,1,24,12,HighPerformer
3208,TypeB,StatusA,TrackA,local,LevelB,,LevelC,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,18,5,19,12,HighPerformer
3251,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelD,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,35,1,11,16,LowPerformer
3414,TypeB,StatusC,TrackA,local,LevelB,BranchH,LevelD,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,28,8,9,16,LowPerformer
3706,TypeB,StatusA,TrackA,local,LevelB,BranchI,LevelC,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,26,10,10,12,LowPerformer
3728,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6,34,8,13,12,LowPerformer
3784,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,0,7,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,14,0,35,10,16,12,LowPerformer
4244,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,31,3,15,16,LowPerformer
4260,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelD,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,38,0,14,16,LowPerformer
4261,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,17,8,7,14,LowPerformer
4263,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelD,0,0,1,0,0,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,2,3,30,0,16,16,LowPerformer
4334,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,36,4,11,8,LowPerformer
4373,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelC,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,28,3,20,12,LowPerformer
4402,TypeB,StatusA,TrackA,local,LevelB,BranchA,LevelD,0,1,1,0,0,1,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,0,30,3,16,16,HighPerformer
4474,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelD,0,3,0,0,0,3,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,32,0,16,16,LowPerformer
4679,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,5,12,24,13,LowPerformer
4870,TypeA,StatusA,TrackC,local,LevelB,BranchL,LevelC,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,20,2,27,20,LowPerformer
5168,TypeB,StatusA,TrackA,local,LevelA,BranchI,LevelC,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4,0,22,10,24,12,LowPerformer
5250,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,27,10,1,12,LowPerformer
5257,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelD,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,36,10,18,12,LowPerformer
5383,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,36,2,22,12,LowPerformer
5464,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelC,0,0,0,0,0,6,0,0,0,6,3,2,0,0,0,1,0,0,0,0,0,7,3,38,6,15,14,LowPerformer
5487,TypeB,StatusA,TrackA,local,LevelB,BranchA,LevelD,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,34,6,0,10,LowPerformer
5499,TypeA,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,33,10,9,12,LowPerformer
5506,TypeB,StatusA,TrackA,local,LevelB,BranchH,LevelC,0,3,0,0,3,1,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,1,0,33,10,24,12,HighPerformer
5517,TypeB,StatusA,TrackA,local,LevelA,BranchL,LevelC,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,18,10,19,12,LowPerformer
5595,TypeB,StatusA,TrackD,local,LevelB,BranchL,LevelD,0,2,0,0,0,1,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,3,6,13,16,16,31,HighPerformer
5646,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelD,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,34,6,16,12,LowPerformer
5678,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelD,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,36,8,8,16,LowPerformer
6003,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,32,4,6,12,HighPerformer
6152,TypeB,StatusA,TrackA,local,LevelB,BranchA,LevelC,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,7,36,9,8,9,LowPerformer
6261,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,1,0,0,1,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,15,5,12,6,HighPerformer
6326,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,35,5,15,12,LowPerformer
6341,TypeB,StatusA,TrackA,local,LevelB,BranchI,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,36,10,10,12,LowPerformer
6374,TypeA,StatusA,TrackC,local,LevelA,,LevelC,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,12,10,20,46,LowPerformer
6434,TypeB,StatusA,TrackA,local,LevelA,BranchL,LevelC,0,1,0,0,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,1,14,10,24,12,HighPerformer
6614,TypeB,StatusA,TrackA,local,LevelC,BranchB,LevelD,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,20,4,4,8,HighPerformer
6729,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelC,0,0,0,0,0,3,0,0,0,3,1,3,0,0,0,3,0,0,0,0,0,5,1,35,7,24,12,LowPerformer
6750,TypeA,StatusA,TrackC,local,LevelB,BranchJ,LevelC,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,10,0,3,28,LowPerformer
6751,TypeA,StatusA,TrackA,local,LevelB,BranchJ,LevelC,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,18,0,3,6,LowPerformer
6832,TypeB,StatusA,TrackA,local,LevelC,BranchC,LevelD,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,32,8,3,15,LowPerformer
6881,TypeB,StatusA,TrackA,local,LevelB,,LevelD,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,37,8,3,5,LowPerformer
6927,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelD,0,0,0,0,0,2,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,5,0,38,8,11,16,LowPerformer
7038,TypeB,StatusA,TrackA,local,LevelA,BranchL,LevelC,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,29,10,2,12,LowPerformer
7080,TypeB,StatusA,TrackA,local,LevelC,BranchL,LevelC,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,24,10,3,12,LowPerformer
7216,TypeB,StatusA,TrackC,local,LevelB,BranchH,LevelC,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,7,26,LowPerformer
7217,TypeB,StatusA,TrackA,local,LevelB,BranchH,LevelC,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,18,5,9,24,HighPerformer
7394,TypeA,StatusA,TrackD,local,LevelB,BranchL,LevelD,0,2,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,1,24,16,13,58,HighPerformer
7417,TypeA,StatusA,TrackC,local,LevelA,BranchL,LevelC,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,20,14,19,56,HighPerformer
7548,TypeA,StatusA,TrackC,local,LevelB,BranchL,LevelC,0,0,0,0,0,3,0,3,0,6,1,0,1,0,0,0,0,0,0,0,0,2,0,8,5,16,25,LowPerformer
7549,TypeA,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,0,3,0,3,0,6,1,0,1,0,0,0,0,0,0,0,0,2,0,12,4,12,6,LowPerformer
7667,TypeB,StatusA,TrackA,local,LevelA,BranchA,LevelC,0,0,1,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,4,18,0,19,6,LowPerformer
7799,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelD,0,3,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,1,36,0,12,16,LowPerformer
7815,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelD,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,2,33,1,8,4,LowPerformer
7950,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelD,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,30,5,2,16,LowPerformer
7957,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelD,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,34,1,16,16,LowPerformer
7962,TypeA,StatusA,TrackC,local,LevelB,BranchB,LevelD,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,19,7,32,50,LowPerformer
7970,TypeB,StatusA,TrackA,local,LevelA,BranchL,LevelC,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,6,7,24,12,LowPerformer
7983,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelD,0,1,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,33,1,16,16,HighPerformer
8014,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4,0,35,10,19,12,LowPerformer
8019,TypeB,StatusA,TrackA,local,LevelA,BranchA,LevelC,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,21,0,21,7,LowPerformer
8058,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,32,5,24,10,LowPerformer
8345,TypeB,StatusA,TrackC,local,LevelA,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10,16,31,62,LowPerformer
8497,TypeA,StatusA,TrackC,local,LevelB,BranchL,LevelC,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,12,12,16,53,HighPerformer
8687,TypeA,StatusA,TrackC,local,LevelA,BranchH,LevelC,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,18,7,9,39,HighPerformer
8692,TypeB,StatusA,TrackA,local,LevelB,,LevelC,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,35,8,12,12,LowPerformer
8706,TypeB,StatusA,TrackA,local,LevelB,BranchH,LevelC,0,6,0,0,0,3,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,4,7,29,6,24,9,HighPerformer
8719,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,3,0,0,0,1,0,3,0,7,1,1,0,0,0,0,0,0,0,0,0,1,0,11,6,20,14,HighPerformer
8834,TypeB,StatusA,TrackD,local,LevelB,BranchL,LevelD,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,28,16,15,16,LowPerformer
8852,TypeB,StatusA,TrackA,local,LevelA,BranchI,LevelC,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,20,10,24,12,LowPerformer
8857,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelC,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,33,10,16,12,HighPerformer
8894,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,2,0,36,1,5,12,LowPerformer
8896,TypeB,StatusA,TrackA,local,LevelA,BranchL,LevelC,0,1,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,7,9,10,24,48,HighPerformer
8926,TypeB,StatusA,TrackC,local,LevelB,BranchL,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,8,28,LowPerformer
8990,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,6,11,31,LowPerformer
9114,TypeB,StatusA,TrackA,local,LevelB,BranchB,LevelC,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,34,1,16,6,LowPerformer
9145,TypeB,StatusA,TrackA,local,LevelA,BranchL,LevelC,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,11,10,0,21,LowPerformer
9261,TypeB,StatusA,TrackA,local,LevelB,,LevelD,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,32,4,16,16,LowPerformer
9266,TypeB,StatusA,TrackA,local,LevelB,BranchE,LevelD,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,22,0,8,7,LowPerformer
8055,TypeB,StatusA,TrackA,local,LevelB,BranchC,LevelD,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,15,1,9,16,LowPerformer
1466,TypeB,StatusA,TrackA,local,LevelA,,LevelC,0,0,2,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,2,3,36,7,24,12,HighPerformer
4106,TypeB,StatusA,TrackA,local,LevelB,BranchL,LevelC,0,0,0,0,2,0,0,3,0,5,4,3,0,0,0,0,0,0,0,0,0,2,1,23,10,24,12,LowPerformer
4888,TypeB,StatusA,TrackA,local,LevelA,,LevelC,0,0,2,0,0,0,0,1,0,3,0,2,0,1,0,1,0,0,0,0,0,3,4,16,10,3,42,HighPerformer
4956,TypeB,StatusA,TrackA,local,LevelA,,LevelC,0,0,2,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,3,4,35,10,24,12,HighPerformer
96,TypeB,StatusA,TrackA,local,LevelA,BranchI,LevelC,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,12,5,10,6,LowPerformer
104,TypeB,StatusA,TrackA,local,LevelB,BranchI,LevelC,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,13,0,24,12,LowPerformer
120,TypeB,StatusA,TrackD,local,LevelB,BranchG,LevelC,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,16,13,32,16,LowPerformer
489,TypeA,StatusA,TrackC,local,LevelA,BranchL,LevelC,0,1,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,20,4,31,50,HighPerformer
720,TypeB,StatusA,TrackA,local,LevelC,BranchD,LevelC,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,5,12,LowPerformer
813,TypeB,StatusA,TrackA,local,LevelB,BranchD,LevelD,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,34,8,16,14,LowPerformer
909,TypeB,StatusA,TrackA,local,LevelA,BranchL,LevelC,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,30,10,24,12,HighPerformer
928,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelD,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,33,0,15,16,LowPerformer
1063,TypeB,StatusA,TrackA,local,LevelB,,LevelD,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,30,0,12,16,LowPerformer
1067,TypeB,StatusA,TrackA,local,LevelB,BranchG,LevelD,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,38,7,16,16,LowPerformer
